val	probability
0	0.06744608311462516
1	0.08092325865852237
2	0.08546559012041648
3	0.07424468243283493
4	0.07327115424430722
5	0.04229564455159956
6	0.03566191950388387
7	0.05369791868931386
8	0.17815910331038215
9	0.12712490636887766
10	0.13982155849055758
11	0.020786183773054877
12	0.02110199674162627
