val	probability
0	0.00028864632631722995
1	0.011869791433743209
2	0.03741848490512293
3	0.04750829393094199
4	0.04578853598804264
5	0.028162782837375368
6	0.021180338138107258
7	0.05770984785774357
8	0.18313142078098088
9	0.20595635218349476
10	0.2574525069631231
11	0.050410062787520346
12	0.05312293586748842
