1	0	1
2	1	1
3	2	1
4	2	1
5	2	1
6	3	1
7	3	1
8	4	1
9	4	1
10	5	1
11	5	1
12	5	1
13	5	1
14	5	1
15	5	1
16	5	1
17	5	1
18	5	1
19	5	1
20	5	1
21	5	1
22	5	1
23	5	1
24	5	1
25	5	1
26	6	1
27	6	1
28	6	1
29	6	1
30	7	1
31	7	1
32	8	1
33	8	1
34	8	1
35	8	1
36	9	1
37	9	1
38	9	1
39	9	1
40	9	1
41	9	1
42	9	1
43	9	1
44	10	1
45	10	1
46	10	1
47	10	1
48	11	1
49	11	1
50	11	1
51	11	1
52	11	1
53	11	1
54	11	1
55	11	1
56	11	1
57	11	1
58	11	1
59	11	1
60	11	1
61	12	1
62	13	1
63	13	1
64	13	1
65	13	1
66	13	1
67	13	1
68	13	1
69	13	1
70	13	1
71	14	1
72	14	1
73	15	1
74	15	1
75	15	1
76	15	1
77	15	1
78	15	1
79	15	2
80	15	2
81	15	2
82	15	2
83	16	2
84	16	2
85	16	2
86	16	2
87	16	2
88	16	2
89	16	2
90	16	2
91	16	2
92	16	2
93	17	2
94	18	2
95	18	2
96	18	3
97	18	3
98	18	3
99	18	3
100	18	3
101	18	3
102	18	3
103	18	4
104	18	4
105	18	4
106	18	4
107	18	4
108	18	4
109	18	4
110	18	4
111	18	4
112	18	4
113	18	4
114	18	4
115	18	4
116	18	4
117	18	4
118	19	4
119	19	4
120	19	4
121	19	4
122	19	4
123	19	4
124	19	4
125	19	4
126	19	4
127	19	4
128	19	4
129	20	4
130	20	4
131	20	4
132	20	4
133	20	4
134	20	4
135	20	4
136	20	4
137	20	4
138	20	4
139	20	4
140	20	5
141	20	5
142	20	5
143	20	5
144	20	5
145	20	5
146	20	5
147	20	5
148	20	5
149	20	5
150	20	5
151	20	5
152	20	5
153	20	6
154	20	6
155	20	6
156	20	6
157	20	6
158	20	6
159	20	6
160	20	6
161	20	6
162	20	6
163	21	6
164	21	6
165	21	6
166	21	6
167	22	6
168	23	6
169	23	6
170	23	6
171	23	6
172	23	6
173	23	6
174	23	6
175	23	6
176	23	6
177	24	6
178	24	6
179	24	6
180	24	6
181	24	6
182	24	6
183	24	6
184	24	6
185	24	6
186	24	6
187	24	6
188	24	6
189	24	6
190	24	6
191	24	6
192	24	6
193	24	6
194	24	6
195	24	6
196	24	6
197	24	6
198	25	6
199	25	6
200	25	6
201	25	6
202	25	6
203	25	6
204	25	6
205	25	6
206	25	6
207	26	6
208	26	6
209	26	6
210	26	6
211	26	6
212	26	6
213	26	6
214	26	6
215	26	6
216	26	6
217	26	6
218	26	6
219	26	6
220	26	6
221	26	6
222	26	6
223	26	7
224	27	8
225	27	8
226	27	8
227	27	8
228	27	8
229	27	8
230	27	8
231	27	8
232	27	8
233	27	8
234	27	8
235	27	8
236	27	8
237	27	8
238	27	8
239	27	8
240	27	8
241	27	8
242	27	8
243	27	8
244	27	8
245	27	8
246	27	8
247	27	8
248	27	8
249	27	8
250	27	8
251	27	8
252	27	8
253	27	8
254	27	8
255	27	8
256	27	9
257	27	10
258	27	10
259	27	10
260	27	10
261	27	10
262	27	10
263	27	10
264	27	10
265	27	10
266	27	10
267	28	10
268	28	10
269	28	10
270	29	10
271	29	10
272	29	10
273	29	10
274	29	10
